Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Order Quantity,Sub Total,Discount%,Discount $,Order Total,Shipping Cost,Total
6128-1,15/11/28,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Small Business,Leighton Forrest,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2015-11-30,3.88,6.47,16,103.52,1,1.04,103.51,1.22,104.73
6369-1,16/8/11,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016-08-13,2.29,3.69,13,47.97,4,1.92,47.93,0.50,48.43
5302-1,13/11/7,Dennis Kane,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Express Air,2013-11-08,3.75,7.08,29,205.32,7,14.37,205.25,2.35,207.60
5400-1,14/2/5,Dennis Kane,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,2014-02-06,278.99,449.99,39,17549.61,8,1403.97,17549.53,49.00,17598.53
5405-1,14/2/10,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2014-02-11,8.82,20.99,42,881.58,7,61.71,881.51,4.81,886.32
5439-1,14/3/13,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-03-13,3.75,7.08,34,240.72,3,7.22,240.69,2.35,243.04
5882-1,15/5/2,Denny Blanton,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2015-05-03,3.42,8.34,21,175.14,3,5.25,175.11,2.64,177.75
5574-1,14/7/30,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2014-08-01,4.89,7.64,7,53.48,6,3.21,53.42,1.39,54.81
6263-1,16/4/13,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,2016-04-15,278.99,449.99,43,19349.57,6,1160.97,19349.51,49.00,19398.51
5106-1,13/5/26,Denny Ordway,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2013-05-26,3.84,6.30,42,264.60,7,18.52,264.53,0.50,265.03
5873-1,15/4/28,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,2015-04-30,3.65,5.98,50,299.00,9,26.91,298.91,1.49,300.40
5510-1,14/6/4,Dianna Wilson,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,2014-06-05,156.50,300.97,6,1805.82,4,72.23,1805.78,7.18,1812.96
5364-1,14/1/8,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2014-01-15,13.88,22.38,21,469.98,4,18.80,469.94,15.10,485.04
5449-1,14/3/28,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2014-03-28,11.04,16.98,31,526.38,3,15.79,526.35,12.39,538.74
6206-1,16/2/16,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2016-02-17,4.53,7.30,36,262.80,10,26.28,262.70,7.72,270.42
6208-1,16/2/16,Don Jones,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,2016-02-21,2.59,3.98,11,43.78,1,0.44,43.77,2.97,46.74
5349-1,13/12/23,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,2013-12-23,3.14,4.91,12,58.92,4,2.36,58.88,0.50,59.38
6266-1,16/4/18,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,2016-04-19,56.16,136.98,14,1917.72,0,0.00,1917.72,24.49,1942.21
6266-2,16/4/18,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2016-04-20,0.93,1.48,3,4.44,10,0.44,4.34,0.70,5.04
5591-1,14/8/22,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2014-08-23,4.03,9.38,17,159.46,9,14.35,159.37,7.28,166.65
5799-1,15/2/12,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,2015-02-13,156.50,300.97,41,12339.77,10,1233.98,12339.67,7.18,12346.85
6529-1,16/12/14,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2016-12-15,8.92,29.74,22,654.28,7,45.80,654.21,6.64,660.85
5793-1,15/2/8,Doug Bickford,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2015-02-10,99.39,162.93,39,6354.27,3,190.63,6354.24,19.99,6374.23
5760-1,15/1/17,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Medium,Multimedia Mailers,Office Supplies,Small Box,Express Air,2015-01-19,99.39,162.93,48,7820.64,4,312.83,7820.60,19.99,7840.59
6440-1,16/10/18,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,2016-10-21,56.16,136.98,21,2876.58,5,143.83,2876.53,24.49,2901.02
5355-1,13/12/30,Duane Huffman,"98 Holdsworth Street,Woollahra",Sydney,NSW,Small Business,Natasha Song,High,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,Regular Air,2013-12-31,4.10,9.31,18,167.58,1,1.68,167.57,3.98,171.55
5705-1,14/12/4,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2014-12-05,14.95,34.76,8,278.08,7,19.47,278.01,8.22,286.23
5840-1,15/3/25,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2015-03-27,8.82,20.99,45,944.55,3,28.34,944.52,4.81,949.33
6190-1,16/2/8,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2016-02-09,21.56,36.55,6,219.30,1,2.19,219.29,13.89,233.18
5284-1,13/10/24,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,Mihael Khan,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013-10-27,4.53,7.30,31,226.30,3,6.79,226.27,7.72,233.99
5578-1,14/8/5,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2014-08-07,1.09,2.60,43,111.80,6,6.71,111.74,2.40,114.14
6377-1,16/8/20,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016-08-25,2.31,3.78,28,105.84,6,6.35,105.78,0.71,106.49
5047-1,13/3/27,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2013-04-03,5.33,8.60,37,318.20,4,12.73,318.16,6.19,324.35
5181-1,13/7/22,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Low,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,2013-07-26,6.51,30.98,29,898.42,3,26.95,898.39,6.50,904.89
5521-1,14/6/17,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-06-18,1.18,1.88,19,35.72,7,2.50,35.65,1.49,37.14
6039-1,15/8/26,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2015-08-27,2.29,3.69,39,143.91,3,4.32,143.88,0.50,144.38
5208-1,13/8/10,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Binder Posts,Office Supplies,Small Box,Regular Air,2013-08-12,3.50,5.74,50,287.00,10,28.70,286.90,5.01,291.91
6325-1,16/6/14,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2016-06-16,32.02,152.48,37,5641.76,10,564.18,5641.66,4.00,5645.66
6325-2,16/6/14,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,2016-06-16,20.18,35.41,30,1062.30,8,84.98,1062.22,1.99,1064.21
5433-1,14/3/2,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,Binding Machine Supplies,Office Supplies,Small Box,Regular Air,2014-03-03,18.38,29.17,1,29.17,2,0.58,29.15,6.27,35.42
6443-1,16/10/20,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016-10-20,2.26,3.58,34,121.72,7,8.52,121.65,5.47,127.12
6036-1,15/8/24,Eleni McCrary,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2015-08-28,1.09,1.82,42,76.44,8,6.12,76.36,1.00,77.36
5734-1,15/1/2,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,600 Series Non-Flip,Technology,Small Box,Regular Air,2015-01-04,19.78,45.99,50,2299.50,0,0.00,2299.50,4.99,2304.49
6125-1,15/11/22,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2015-11-23,1.53,2.78,21,58.38,6,3.50,58.32,1.34,59.66
5407-1,14/2/10,Elpida Rittenbach,"163 Concord Road,North Strathfield",Sydney,NSW,Consumer,Charlie Bui,Low,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Express Air,2014-02-12,52.07,83.98,9,755.82,5,37.79,755.77,5.01,760.78
6256-1,16/4/6,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-04-08,1.53,2.78,10,27.80,1,0.28,27.79,1.34,29.13
6313-1,16/5/30,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,2016-05-30,6.20,30.98,24,743.52,8,59.48,743.44,4.00,747.44
6374-1,16/8/18,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Express Air,2016-08-20,4.53,7.30,41,299.30,5,14.97,299.25,7.72,306.97
5186-1,13/7/26,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2013-07-31,4.46,10.89,37,402.93,6,24.18,402.87,4.50,407.37
5259-1,13/10/3,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Express Air,2013-10-04,21.56,36.55,46,1681.30,5,84.07,1681.25,13.89,1695.14
5334-1,13/12/10,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-12-12,3.65,5.98,25,149.50,3,4.49,149.47,1.49,150.96
5493-1,14/5/15,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2014-05-16,1.94,3.08,9,27.72,1,0.28,27.71,0.99,28.70
5554-1,14/7/17,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,High,Alto 3-Hole Punch,Office Supplies,Small Box,Regular Air,2014-07-18,2.76,4.38,18,78.84,3,2.37,78.81,6.21,85.02
6301-1,16/5/21,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Critical,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,2016-05-21,52.07,83.98,46,3863.08,6,231.78,3863.02,5.01,3868.03
5941-1,15/6/21,Erica Bern,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015-06-23,2.25,3.69,42,154.98,6,9.30,154.92,2.50,157.42
5423-1,14/2/23,Erica Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,TechSavi Cordless Navigator Duo,Technology,Small Box,Regular Air,2014-02-26,42.11,80.98,45,3644.10,0,0.00,3644.10,7.18,3651.28
6515-1,16/12/8,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2016-12-15,4.59,7.28,18,131.04,9,11.79,130.95,11.15,142.10
6515-2,16/12/8,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-12-12,0.71,1.14,28,31.92,9,2.87,31.83,0.70,32.53
5124-1,13/6/6,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2013-06-08,3.42,8.34,30,250.20,2,5.00,250.18,2.64,252.82
5048-1,13/3/27,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-03-27,3.52,5.68,24,136.32,6,8.18,136.26,1.39,137.65
6220-1,16/3/6,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,600 Series Flip,Technology,Small Box,Regular Air,2016-03-11,41.28,95.99,40,3839.60,5,191.98,3839.55,8.99,3848.54
5310-1,13/11/17,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Express Air,2013-11-19,39.64,152.48,2,304.96,2,6.10,304.94,6.50,311.44
6503-1,16/11/26,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-11-30,0.87,1.81,18,32.58,6,1.95,32.52,0.75,33.27
5831-1,15/3/18,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Pack,Regular Air,2015-03-21,2.87,6.84,35,239.40,2,4.79,239.38,4.42,243.80
5841-1,15/3/25,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,2015-03-27,1.53,2.78,34,94.52,0,0.00,94.52,1.34,95.86
6135-1,15/12/6,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2015-12-08,1.17,2.78,39,108.42,5,5.42,108.37,1.20,109.57
5086-1,13/5/14,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013-05-15,13.88,22.38,26,581.88,10,58.19,581.78,15.10,596.88
5312-1,13/11/17,Eugene Barchas,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-11-17,2.45,3.89,47,182.83,0,0.00,182.83,7.01,189.84
5148-1,13/6/29,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,Medium,Economy Binders,Office Supplies,Small Box,Regular Air,2013-07-01,1.33,2.08,44,91.52,4,3.66,91.48,1.49,92.97
5296-1,13/11/2,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013-11-03,4.53,7.30,45,328.50,4,13.14,328.46,7.72,336.18
5609-1,14/9/7,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-09-07,1.18,1.88,47,88.36,6,5.30,88.30,1.49,89.79
5609-2,14/9/7,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-09-09,1.31,2.84,39,110.76,8,8.86,110.68,0.93,111.61
5111-1,13/5/29,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,High,Colored Envelopes,Office Supplies,Small Box,Express Air,2013-05-29,2.25,3.69,35,129.15,3,3.87,129.12,2.50,131.62
5672-1,14/10/28,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,TechSavi Cordless Keyboard,Technology,Small Box,Regular Air,2014-10-29,17.84,34.99,29,1014.71,9,91.32,1014.62,5.50,1020.12
6094-1,15/10/20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,2015-10-24,1.19,1.98,4,7.92,8,0.63,7.84,4.77,12.61
6196-1,16/2/11,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2016-02-20,99.39,162.93,22,3584.46,7,250.91,3584.39,19.99,3604.38
6304-1,16/5/22,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2016-05-23,1.18,1.88,22,41.36,9,3.72,41.27,1.49,42.76
5984-1,15/7/23,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,2015-07-24,3.32,5.18,1,5.18,0,0.00,5.18,2.04,7.22
6512-1,16/12/5,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Barrel Sharpener,Office Supplies,Small Pack,Express Air,2016-12-07,1.46,3.57,10,35.70,1,0.36,35.69,4.17,39.86
5870-1,15/4/25,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Cando PC940 Copier,Technology,Large Box,Regular Air,2015-04-27,216.00,449.99,2,899.98,8,72.00,899.90,24.49,924.39
5534-1,14/6/23,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-06-23,1.84,2.88,8,23.04,7,1.61,22.97,0.99,23.96
5898-1,15/5/17,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-05-20,12.39,19.98,33,659.34,9,59.34,659.25,5.77,665.02
5267-1,13/10/9,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2013-10-11,1.53,2.78,6,16.68,1,0.17,16.67,1.34,18.01
5508-1,14/6/4,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,2014-06-05,178.83,415.88,43,17882.84,7,1251.80,17882.77,11.37,17894.14
6296-1,16/5/18,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2016-05-20,14.95,34.76,8,278.08,0,0.00,278.08,8.22,286.30
5518-1,14/6/13,Fred Chung,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Express Air,2014-06-22,19.83,30.98,46,1425.08,4,57.00,1425.04,19.51,1444.55
5988-1,15/7/24,Fred Chung,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2015-07-26,1.76,2.94,35,102.90,9,9.26,102.81,0.81,103.62
6032-1,15/8/23,Fred McMath,"10 Bligh St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Low,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,Express Air,2015-08-30,3.53,8.62,8,68.96,0,0.00,68.96,4.50,73.46
5246-1,13/9/18,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,2013-09-25,13.88,22.38,16,358.08,0,0.00,358.08,15.10,373.18
5377-1,14/1/14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2014-01-17,1.95,3.98,41,163.18,7,11.42,163.11,0.83,163.94
5616-1,14/9/12,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2014-09-19,14.95,34.76,34,1181.84,3,35.46,1181.81,8.22,1190.03
6201-1,16/2/13,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,Aluminum Document Frame,Furniture,Small Pack,Regular Air,2016-02-14,5.50,12.22,10,122.20,10,12.22,122.10,2.85,124.95
5328-1,13/12/8,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2013-12-15,1.60,2.62,47,123.14,10,12.31,123.04,0.80,123.84
5430-1,14/2/25,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Critical,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-02-27,3.47,6.68,33,220.44,3,6.61,220.41,1.50,221.91
6527-1,16/12/10,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,2016-12-12,0.94,2.08,36,74.88,10,7.49,74.78,2.56,77.34
6155-1,15/12/28,Gary McGarr,"10 Bligh St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,High,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2015-12-29,8.82,20.99,30,629.70,3,18.89,629.67,4.81,634.48
